Lead_ID,Student_ID,Date_of_Enquiry,City,Source,Course_Type,Conversion_Status,Date_of_Joining,Fees_Quoted
L19547663,,2025-04-22,Rajkot,Walk-in,2-Year,Not Converted,,
L86298850,S0970157,04-14-2025,Hyderabad,Walk-in,One-Year,Converted,07-07-2025,144365.0
L99270816,,29/06/2023,Rajkot,Walk-in,1-Year,Not Converted,,
L70520680,,02/12/2024,Amritsar,Social Media,2-Year,Not Converted,,
L13347567,S2161266,02-11-2024,Kanpur,Walk-in,2-Year,Converted,03/03/2024,135378.0
L08255670,,27/10/2024,Ludhiana,Social Media,2-Year,Not Converted,,
L20220483,,15/07/2023,Indore,School Seminar,2 Yr,Not Converted,,
L68161523,,10/04/2024,Indore,Social Media,1 Yr,Not Converted,,
L35160953,,2023-11-07,Lucknow,Walk-in,1 Yr,Not Converted,,
L21842090,S9386863,2023-09-19,Meerut,Social Media,1 Yr,Converted,2023-11-28,118584.0
L87646662,S6184651,23/02/2024,Amritsar,Referral,One-Year,Converted,16/03/2024,118735.0
L74153954,,02-10-2024,Gurugram,Walk-in,1-Year,Not Converted,,
L05833756,,05-23-2023,Pune,Social Media,1 Yr,Not Converted,,
L10878392,S7754089,2023-12-08,Ranchi,School Seminar,1 Yr,Converted,2024-02-10,115661.0
L13554413,S2972243,12/11/2023,Faridabad,Walk-in,2 Yr,Converted,2024-01-12,183203.0
L32267523,,2023-04-11,Ahmedabad,Walk-in,1-Year,Not Converted,,
L60973065,,01/09/2023,Bengaluru,Referral,1-Year,Not Converted,,
L24562870,,04/05/2024,Jaipur,Referral,1-Year,Not Converted,,
L73181745,S5566973,12/01/2023,Amritsar,Walk-in,2 Yr,Converted,2023-01-16,158023.0
L62037038,S8595291,27/08/2023,Ludhiana,Referral,Two-Year,Converted,09-08-2023,119735.0
L32128419,S2665996,2024-07-14,Faridabad,Walk-in,1 Yr,Converted,09-25-2024,161471.0
L55488672,,02-11-2023,Ahmedabad,Referral,2 Yr,Not Converted,,
L88974991,S1888402,11-08-2024,Faridabad,Social Media,2-Year,Converted,31/01/2025,142263.0
L85117691,,2024-08-16,Delhi,Social Media,2year,Not Converted,,
L70400872,,03-04-2024,Kanpur,Social Media,1-Year,Not Converted,,
L16489368,S0246468,2025-03-13,Ludhiana,Social Media,2-Year,Converted,26/05/2025,179019.0
L64478799,,2023-06-07,Chennai,Walk-in,1-Year,Not Converted,,
L65437474,,08-04-2023,Varanasi,School Seminar,1 Yr,Not Converted,,
L42673817,,2024-10-31,Ahmedabad,Social Media,2year,Not Converted,,
L06318216,,2024-04-06,Agra,Agent,1 Yr,Not Converted,,
L63769185,S0571619,05-14-2023,Nagpur,Referral,2-Year,Converted,30/06/2023,115034.0
L72600642,S0655447,2023-03-08,Ghaziabad,Website,2 Yr,Converted,2023-04-06,182618.0
L01461937,,2025-04-27,Hyderabad,Walk-in,1-Year,Not Converted,,
L00794004,,01-07-2023,Delhi,Walk-in,1-Year,Not Converted,,
L57689589,S6462619,09/06/2024,Amritsar,Social Media,1-Year,Converted,2024-08-01,122543.0
L23573861,,2023-03-14,Jaipur,Social Media,2 Yr,Not Converted,,
L54022854,,02-03-2024,Varanasi,Social Media,Two-Year,Not Converted,,
L68621809,S1530735,02-09-2024,,Walk-in,Two-Year,Converted,2024-04-09,123367.0
L41641535,,2024-11-05,Kolkata,Social Media,1year,Not Converted,,
L28994108,S7971113,2024-07-31,Jaipur,School Seminar,2-Year,Converted,2024-10-19,156586.0
L67603037,,2025-05-08,Agra,Social Media,1-Year,Not Converted,,
L73553218,,10/05/2023,Gurugram,School Seminar,2 Yr,Not Converted,,
L46786128,S2888559,2024-04-10,Amritsar,Social Media,2-Year,Converted,2024-05-03,158658.0
L89378209,,07-25-2023,Bhopal,Social Media,2 Yr,Not Converted,,
L00085041,,2025-02-26,Rajkot,Social Media,2 Yr,Not Converted,,
L09850592,,2025-02-06,Chennai,Referral,Two-Year,Not Converted,,
L62386166,S0755569,23/09/2023,,Social Media,2-Year,Converted,11-21-2023,121270.0
L29764073,,20/06/2024,Gurugram,School Seminar,1 Yr,Not Converted,,
L56581165,,2025-03-03,Pune,Social Media,1 Yr,Not Converted,,
L39734624,,09-10-2023,Lucknow,Referral,1-Year,Not Converted,,
L03708903,,01/04/2025,Hyderabad,School Seminar,2 Yr,Not Converted,,
L52728496,S2915748,16/10/2023,Jaipur,Social Media,1-Year,Converted,2023-12-11,137978.0
L62159714,S1540774,06-13-2023,Varanasi,Website,1-Year,Converted,07/08/2023,117970.0
L29730744,,04-05-2023,Kanpur,Agent,1-Year,Not Converted,,
L48548158,S9922967,20/02/2025,Bengaluru,Social Media,1 Yr,Converted,2025-04-06,156959.0
L29456306,,2025-04-12,Surat,Social Media,2 Yr,Not Converted,,
L87191144,,2023-04-20,,Referral,2-Year,Not Converted,,
L56061603,,12-02-2023,Ludhiana,School Seminar,2-Year,Not Converted,,
L81566790,,01/04/2025,Nagpur,Walk-in,2 Yr,Not Converted,,
L25851364,,2023-08-26,Pune,Walk-in,1 Yr,Not Converted,,
L13642515,,16/01/2024,,School Seminar,1 Yr,Not Converted,,
L95399927,S8026821,2024-03-11,Varanasi,Social Media,1-Year,Converted,05-13-2024,138100.0
L19345591,S0025666,06-17-2025,Jaipur,School Seminar,2-Year,Converted,27/07/2025,163791.0
L98830501,S8711364,04-27-2024,Bengaluru,Walk-in,Two-Year,Converted,22/06/2024,183803.0
L95083071,,2025-06-20,Mumbai,Walk-in,2-Year,Not Converted,,
L27195834,,2023-01-25,Hyderabad,Website,2-Year,Not Converted,,
L02011171,S2283029,14/10/2024,Vadodara,Walk-in,2-Year,Converted,2025-01-09,120626.0
L60580259,,27/04/2023,Amritsar,Social Media,1 Yr,Not Converted,,
L46391842,S8109906,2024-04-26,Bhopal,Referral,2 Yr,Converted,14/06/2024,155626.0
L15380960,,2024-01-27,Srinagar,Referral,1 Yr,Not Converted,,
L12137175,S7264246,2024-06-20,Indore,Social Media,2-Year,Converted,09-03-2024,163866.0
L34769638,,20/03/2023,Nashik,Agent,2-Year,Not Converted,,
L68739934,,02/08/2024,Faridabad,Social Media,1-Year,Not Converted,,
L74039733,,06-22-2023,Pune,Walk-in,1 Yr,Not Converted,,
L92303455,S7935997,12/01/2023,Kanpur,Referral,2 Yr,Converted,23/01/2023,116386.0
L83817212,,10/03/2025,Ludhiana,Social Media,One-Year,Not Converted,,
L72935414,S3823227,08/05/2023,Bengaluru,Website,1-Year,Converted,06-17-2023,179372.0
L44323188,,2024-08-30,Kanpur,Website,2 Yr,Not Converted,,
L45056276,,2023-04-02,Patna,Referral,1 Yr,Not Converted,,
L76282294,,14/10/2024,,Social Media,2-Year,Not Converted,,
L53537730,,2024-06-26,Thane,Social Media,One-Year,Not Converted,,
L90124704,,25/04/2025,Varanasi,Referral,1-Year,Not Converted,,
L29775649,,2024-06-15,Indore,Social Media,1 Yr,Not Converted,,
L41936969,S9159792,19/10/2024,Rajkot,Referral,2-Year,Converted,12-05-2024,162069.0
L05043910,S0476479,07/04/2025,Ghaziabad,Agent,1-Year,Converted,07-04-2025,142806.0
L16090153,S4751606,03-22-2024,Ranchi,Walk-in,2-Year,Converted,2024-05-28,141368.0
L38142662,S1587316,2024-01-25,Nagpur,Website,1-Year,Converted,16/02/2024,163139.0
L24871771,,02/11/2024,Ghaziabad,Walk-in,1year,Not Converted,,
L16528414,,10/05/2025,Ludhiana,Referral,2-Year,Not Converted,,
L25831610,S3142910,02-12-2023,Nagpur,Website,1-Year,Converted,29/03/2023,143824.0
L32173292,,09-11-2023,Chennai,Referral,2-Year,Not Converted,,
L79786530,S6904633,05-10-2023,Bengaluru,Website,One-Year,Converted,05-22-2023,157750.0
L69337240,,2023-03-01,Delhi,Social Media,Two-Year,Not Converted,,
L71184143,,2024-10-24,Ranchi,Social Media,1 Yr,Not Converted,,
L91034977,,11/04/2024,Ahmedabad,Website,1-Year,Not Converted,,
L77217021,,2023-10-14,Kolkata,Walk-in,2-Year,Not Converted,,
L96306050,S8430478,05-31-2024,Faridabad,Website,2-Year,Converted,16/08/2024,181309.0
L82726307,,2024-04-11,Lucknow,Website,2 Yr,Not Converted,,
L93036518,S6775079,2025-02-16,Bhopal,Social Media,1-Year,Converted,04/04/2025,184781.0
L97428992,S3658700,2023-12-11,Pune,Referral,2 Yr,Converted,02-04-2024,176991.0
L78559339,,03/10/2024,Gurugram,Referral,2-Year,Not Converted,,
L66038438,S9951679,2024-01-17,Srinagar,Walk-in,2 Yr,Converted,2024-02-01,155112.0
L11712474,,02-17-2025,Srinagar,School Seminar,2-Year,Not Converted,,
L46072022,,2024-11-20,Nagpur,Social Media,2 Yr,Not Converted,,
L85762839,S5215813,09-10-2023,Meerut,Walk-in,One-Year,Converted,2023-09-26,183618.0
L00619416,,02-25-2023,Chennai,Walk-in,2-Year,Not Converted,,
L34616419,,07/04/2024,Delhi,Social Media,1-Year,Not Converted,,
L98921146,,01/04/2024,Delhi,School Seminar,1 Yr,Not Converted,,
L00526152,,03-24-2023,Ghaziabad,Walk-in,1-Year,Not Converted,,
L50324710,S7086172,06-23-2025,Thane,Website,1 Yr,Converted,30/06/2025,157811.0
L15406356,,04-09-2023,Patna,Social Media,2year,Not Converted,,
L73123090,,2023-05-29,Delhi,Social Media,1-Year,Not Converted,,
L73824687,,11-25-2023,Indore,Referral,2 Yr,Not Converted,,
L33055432,S1328271,2023-06-05,Faridabad,Social Media,1-Year,Converted,2023-07-03,142227.0
L72672466,S5707558,07-09-2023,Indore,Agent,1 Yr,Converted,07-12-2023,119254.0
L20717500,,2024-05-08,Faridabad,Social Media,2-Year,Not Converted,,
L25110712,,01/06/2025,Ahmedabad,School Seminar,2-Year,Not Converted,,
L31310553,,2023-09-20,Varanasi,Referral,2-Year,Not Converted,,
L20517865,,03-21-2023,Ghaziabad,Referral,Two-Year,Not Converted,,
L76282560,,04/02/2024,Kolkata,Social Media,One-Year,Not Converted,,
L94230753,,02/02/2025,Ahmedabad,Walk-in,1 Yr,Not Converted,,
L44001277,S5757594,31/08/2024,Ludhiana,Walk-in,1-Year,Converted,10-26-2024,158667.0
L99442377,,17/09/2023,Varanasi,Social Media,1-Year,Not Converted,,
L68314501,S6618561,02-10-2025,Nagpur,Website,1-Year,Converted,2025-05-01,144296.0
L77673236,S2868380,09-06-2024,Ahmedabad,Social Media,2-Year,Converted,09-24-2024,115707.0
L13386442,,05/07/2024,Srinagar,Referral,2 Yr,Not Converted,,
L46175414,S4098599,02-23-2025,Agra,Referral,1 Yr,Converted,2025-03-30,176302.0
L54148942,,11/04/2023,Indore,Social Media,1 Yr,Not Converted,,
L03205842,S5859754,12-25-2023,Bhopal,Website,2 Yr,Converted,2024-03-13,123868.0
L91169723,S6697882,01-15-2024,Kolkata,Referral,1 Yr,Converted,20/01/2024,164755.0
L02334222,,30/03/2025,Ludhiana,Social Media,1-Year,Not Converted,,
L60476163,,09/08/2023,Kanpur,Referral,One-Year,Not Converted,,
L22697292,,30/03/2025,,Walk-in,2 Yr,Not Converted,,
L02355599,,24/02/2024,Thane,Referral,2-Year,Not Converted,,
L25720546,S5130364,05-04-2023,Bhopal,Walk-in,2 Yr,Converted,08/05/2023,135357.0
L64287519,,2024-02-26,Vadodara,Social Media,2-Year,Not Converted,,
L77916403,S3827975,2023-08-19,Amritsar,Social Media,Two-Year,Converted,2023-09-17,118234.0
L20907650,,11-20-2024,Rajkot,School Seminar,1-Year,Not Converted,,
L41145054,S3380179,2023-03-04,Indore,Social Media,2-Year,Converted,2023-03-24,162906.0
L59408346,,29/04/2024,Faridabad,Website,1 Yr,Not Converted,,
L77684266,,09-19-2024,Ghaziabad,Social Media,1-Year,Not Converted,,
L01811287,S4931394,03/12/2024,Bhopal,School Seminar,2-Year,Converted,2025-02-25,138955.0
L93755199,,07-27-2024,Pune,Referral,1-Year,Not Converted,,
L44669742,S9810122,06/02/2025,Thane,Walk-in,2 Yr,Converted,04-05-2025,164577.0
L92059338,S3921477,04-27-2024,Ahmedabad,Social Media,1-Year,Converted,06-22-2024,135244.0
L77156295,,06-02-2024,Amritsar,Social Media,2-Year,Not Converted,,
L08287680,S1415743,06-04-2023,Surat,Social Media,2-Year,Converted,26/07/2023,141620.0
L59612844,S9993927,02/04/2023,Gurugram,Social Media,1 Yr,Converted,06-01-2023,140971.0
L41613864,,09/06/2024,Patna,Social Media,1 Yr,Not Converted,,
L18065208,,03-30-2024,Ludhiana,Referral,One-Year,Not Converted,,
L36041325,S6726546,2025-01-10,Patna,Walk-in,2 Yr,Converted,2025-03-31,140968.0
L32698255,,2024-08-20,Chennai,School Seminar,2 Yr,Not Converted,,
L71427619,,10-06-2024,Kanpur,Walk-in,2 Yr,Not Converted,,
L78180673,,05-24-2024,Hyderabad,Walk-in,2 Yr,Not Converted,,
L80799244,,07-02-2023,Ludhiana,Referral,1 Yr,Not Converted,,
L19897406,,01-21-2024,Indore,Referral,2-Year,Not Converted,,
L35228753,,07-27-2024,Rajkot,Referral,2 Yr,Not Converted,,
L03760743,,12-31-2024,Kolkata,School Seminar,2 Yr,Not Converted,,
L63905638,S4429765,2024-02-09,Pune,Social Media,2 Yr,Converted,02-15-2024,142505.0
L54690968,,09-03-2023,Nagpur,Social Media,2-Year,Not Converted,,
L74683994,,11/01/2025,Amritsar,Walk-in,2-Year,Not Converted,,
L50294944,,08-13-2024,Nashik,Social Media,2-Year,Not Converted,,
L14220936,S4173759,22/10/2024,Nagpur,Website,1 Yr,Converted,19/11/2024,135073.0
L67906882,,10-11-2024,Bhopal,Website,2-Year,Not Converted,,
L84912390,,04-15-2024,Bengaluru,Social Media,1-Year,Not Converted,,
L56322982,,05/04/2025,,Social Media,2 Yr,Not Converted,,
L66128706,,06/06/2025,Agra,Referral,1-Year,Not Converted,,
L43806569,,2024-02-27,Jaipur,Walk-in,2-Year,Not Converted,,
L42651415,S9000842,2025-06-19,Ghaziabad,Social Media,2-Year,Converted,07-30-2025,160141.0
L78438189,,2023-03-06,Hyderabad,Walk-in,2-Year,Not Converted,,
L66583097,,01-13-2023,Gurugram,Walk-in,2-Year,Not Converted,,
L01361590,S9597260,2023-08-01,Pune,Social Media,2 Yr,Converted,2023-10-19,157204.0
L92335941,S4721370,30/08/2023,Agra,Social Media,1-Year,Converted,11-09-2023,138679.0
L13235008,,07/05/2024,Ahmedabad,School Seminar,1 Yr,Not Converted,,
L71687732,,2023-08-01,Faridabad,Social Media,2-Year,Not Converted,,
L61041721,S2619223,2024-11-23,Rajkot,School Seminar,2 Yr,Converted,2024-11-25,135984.0
L86522239,S6722415,04/12/2023,Agra,Referral,2-Year,Converted,12-23-2023,122187.0
L73920488,S7827874,2023-06-22,Ludhiana,Walk-in,One-Year,Converted,25/07/2023,118955.0
L12536130,S4095477,2024-11-02,Ranchi,Website,Two-Year,Converted,2025-01-23,178687.0
L23853986,,13/06/2023,Bengaluru,Website,1 Yr,Not Converted,,
L98968988,,04-09-2024,Surat,Referral,One-Year,Not Converted,,
L24984330,,05-11-2024,Ahmedabad,Social Media,2-Year,Not Converted,,
L84048507,,2024-11-30,,School Seminar,1 Yr,Not Converted,,
L73154997,S8632498,2024-01-30,Nagpur,Referral,1-Year,Converted,2024-02-03,178045.0
L64394562,S4053788,03/12/2024,Faridabad,Social Media,1 Yr,Converted,2025-02-02,141533.0
L07486884,S9557561,2023-11-04,Nashik,Website,Two-Year,Converted,2023-12-30,175376.0
L08690925,S1014397,2025-02-06,Kolkata,Social Media,2 Yr,Converted,2025-04-28,140700.0
L79943434,S1401917,2023-07-02,Ahmedabad,Social Media,2 Yr,Converted,09-23-2023,156065.0
L36074004,,2024-09-20,Jaipur,Social Media,2-Year,Not Converted,,
L25712296,,04/03/2025,Nagpur,Walk-in,1-Year,Not Converted,,
L64509939,,24/05/2024,Ahmedabad,Walk-in,2 Yr,Not Converted,,
L67477230,,08/12/2024,Delhi,Social Media,1-Year,Not Converted,,
L87215085,,29/06/2024,Ranchi,Social Media,2 Yr,Not Converted,,
L13430108,,17/07/2024,Gurugram,Social Media,2 Yr,Not Converted,,
L85894138,S1131952,15/09/2024,Surat,Walk-in,1-Year,Converted,12-10-2024,176051.0
L57672657,,02/02/2025,Surat,Social Media,2 Yr,Not Converted,,
L45033308,S4158508,2024-08-16,Delhi,Website,2-Year,Converted,2024-09-02,141762.0
L00745608,S3602150,01-13-2025,Nashik,Social Media,1-Year,Converted,2025-03-23,158974.0
L60298187,S5614664,08-15-2023,Varanasi,Agent,2-Year,Converted,2023-09-16,182828.0
L45702319,,14/01/2025,Chennai,Social Media,1year,Not Converted,,
L72326255,,02/01/2025,Chennai,School Seminar,1 Yr,Not Converted,,
L77256124,,03-11-2024,Rajkot,Social Media,Two-Year,Not Converted,,
L44894214,,2024-02-26,Ludhiana,Social Media,One-Year,Not Converted,,
L23446839,,07/07/2024,Mumbai,Website,2 Yr,Not Converted,,
L43069968,,2023-01-21,Ludhiana,Website,2-Year,Not Converted,,
L24732222,,07-07-2024,Lucknow,Referral,2-Year,Not Converted,,
L53584428,,2024-02-01,Kanpur,Walk-in,1-Year,Not Converted,,
L07234408,S4210170,16/09/2024,Meerut,Walk-in,1-Year,Converted,10-18-2024,178921.0
L08433410,S2932485,2023-04-15,Varanasi,Website,1 Yr,Converted,04-29-2023,144517.0
L34270576,,2023-07-11,Nagpur,Social Media,1-Year,Not Converted,,
L08773352,S5367746,17/01/2023,Gurugram,Referral,2-Year,Converted,06/02/2023,118769.0
L22298642,,2023-04-30,Nagpur,Referral,1-Year,Not Converted,,
L99814969,,01-28-2024,Meerut,Referral,2 Yr,Not Converted,,
L60920970,,2024-02-29,Thane,Website,2-Year,Not Converted,,
L78573406,S5801599,2023-05-09,Ranchi,Social Media,Two-Year,Converted,2023-07-28,177310.0
L55789018,,2023-05-10,Amritsar,Social Media,1-Year,Not Converted,,
L57494074,,25/07/2024,Bengaluru,Walk-in,1-Year,Not Converted,,
L40665624,,07-13-2024,Amritsar,Walk-in,1-Year,Not Converted,,
L53673870,,2023-01-29,Varanasi,Social Media,2-Year,Not Converted,,
L31495060,,2023-04-07,Rajkot,Referral,2-Year,Not Converted,,
L77601749,,10/01/2023,Kolkata,Website,1 Yr,Not Converted,,
L83866490,S4250509,2023-08-30,Rajkot,Social Media,2-Year,Converted,10-09-2023,158067.0
L00853338,,05/04/2025,Srinagar,Walk-in,1-Year,Not Converted,,
L25047322,S2669860,2023-08-20,Jaipur,Walk-in,2-Year,Converted,09-25-2023,184067.0
L31162088,S0485796,02-27-2025,Gurugram,Referral,2-Year,Converted,2025-03-30,142211.0
L17742309,S1937631,2023-10-11,Mumbai,Website,1-Year,Converted,2023-11-23,159014.0
L67438432,,2024-12-15,Chennai,Walk-in,2-Year,Not Converted,,
L99060332,S3271179,01-28-2025,Patna,Referral,2 Yr,Converted,2025-02-03,116022.0
L94383997,S3865330,2025-03-12,Vadodara,Walk-in,2 Yr,Converted,2025-05-17,183277.0
L31153880,,02-14-2025,Ludhiana,Walk-in,1-Year,Not Converted,,
L53870199,,26/12/2024,Delhi,Walk-in,2-Year,Not Converted,,
L38891471,S0553744,07-19-2023,Gurugram,Website,2-Year,Converted,07-28-2023,157508.0
L59025908,,03-20-2023,Mumbai,Referral,1-Year,Not Converted,,
L77990232,,05-04-2025,Chennai,Social Media,1-Year,Not Converted,,
L79191634,S6441048,2025-05-05,Delhi,Social Media,Two-Year,Converted,2025-05-23,176268.0
L89887103,,06-22-2023,Vadodara,Social Media,2year,Not Converted,,
L41007023,,04-11-2024,Amritsar,Social Media,One-Year,Not Converted,,
L63893003,,08-03-2024,Agra,Website,2-Year,Not Converted,,
L04078684,,02-20-2024,Varanasi,Walk-in,1-Year,Not Converted,,
L63734847,,24/03/2024,Delhi,Walk-in,1-Year,Not Converted,,
L39377151,S2044490,03-28-2023,Patna,Walk-in,1-Year,Converted,22/04/2023,118613.0
L98530306,,2023-04-11,Thane,School Seminar,1year,Not Converted,,
L71416366,S5802719,2023-01-08,Bhopal,Referral,1-Year,Converted,01-09-2023,157400.0
L00787516,,2025-04-24,Bengaluru,Website,2-Year,Not Converted,,
L17418910,S4203263,19/07/2023,Nashik,Referral,1 Yr,Converted,2023-10-06,115321.0
L83617853,,05-19-2024,Bhopal,Website,1-Year,Not Converted,,
L15647770,S0759630,2023-03-28,Meerut,Walk-in,2-Year,Converted,11/06/2023,115833.0
L51769647,,12/02/2023,Bhopal,Social Media,2-Year,Not Converted,,
L54710969,,20/01/2024,Chennai,Walk-in,2-Year,Not Converted,,
L23418591,,09-12-2024,Agra,Referral,1 Yr,Not Converted,,
L32170659,,2024-03-10,Pune,Social Media,1 Yr,Not Converted,,
L67165032,,2024-02-12,Srinagar,Walk-in,1-Year,Not Converted,,
L07824334,S7239211,27/04/2024,Ghaziabad,Social Media,1 Yr,Converted,20/07/2024,115158.0
L48663708,S8701823,25/10/2024,Chennai,Social Media,2year,Converted,2024-12-24,116347.0
L69533620,,01-17-2023,Gurugram,Website,2 Yr,Not Converted,,
L36382559,,06/10/2024,Patna,Walk-in,1-Year,Not Converted,,
L48369680,S0439544,28/05/2023,Bengaluru,Website,1 Yr,Converted,2023-06-27,115910.0
L39419800,S9732946,2023-10-04,Ludhiana,Walk-in,1-Year,Converted,2023-10-24,135403.0
L07139456,S2613144,2023-08-20,Ahmedabad,Referral,Two-Year,Converted,09/10/2023,116690.0
L48762037,,2025-04-05,Rajkot,Referral,1 Yr,Not Converted,,
L78577759,S8062390,2024-01-01,Varanasi,Walk-in,Two-Year,Converted,2024-01-31,184448.0
L53572879,,16/08/2023,,Agent,1-Year,Not Converted,,
L24558942,S4537405,2024-10-12,Bhopal,Social Media,2year,Converted,04/01/2025,124834.0
L05717482,S6338146,03-11-2024,Thane,Website,2 Yr,Converted,04-04-2024,123116.0
L55857836,S9984466,03/02/2024,Meerut,Website,1-Year,Converted,19/04/2024,159445.0
L18366681,,07-30-2023,Chennai,Walk-in,2year,Not Converted,,
L97971222,,2024-01-26,Patna,Website,2-Year,Not Converted,,
L45352949,S0598523,2024-05-13,Patna,Referral,2year,Converted,12/07/2024,122086.0
L65633542,,06-23-2024,Bengaluru,Agent,1year,Not Converted,,
L23530329,S1144533,07-16-2024,Nagpur,Walk-in,1-Year,Converted,10/08/2024,176560.0
L33736974,,2024-05-05,Srinagar,Social Media,2-Year,Not Converted,,
L54290693,,03-17-2024,Srinagar,Website,1 Yr,Not Converted,,
L89431716,S8943563,18/09/2023,Hyderabad,Referral,1-Year,Converted,05/10/2023,182154.0
L42263377,,11/02/2025,Bengaluru,Referral,2-Year,Not Converted,,
L48645279,,16/12/2023,Jaipur,Walk-in,1-Year,Not Converted,,
L09351831,S5515347,2023-12-18,Ranchi,Social Media,2-Year,Converted,08/02/2024,155592.0
L07346121,,03/06/2024,Hyderabad,Referral,2-Year,Not Converted,,
L25736135,S2143097,2023-11-16,Faridabad,School Seminar,2 Yr,Converted,01-15-2024,140327.0
L55260065,,2023-05-18,Hyderabad,Social Media,2-Year,Not Converted,,
L00295088,S4149939,03/07/2024,Ludhiana,Social Media,1-Year,Converted,04/09/2024,184491.0
L42754713,,2024-09-14,Kanpur,Social Media,2 Yr,Not Converted,,
L24021364,S1475003,03/01/2024,Rajkot,Referral,2-Year,Converted,08/01/2024,117421.0
L89847403,S9505221,08/08/2023,Ahmedabad,Walk-in,1-Year,Converted,10/10/2023,179127.0
L29825167,S7274366,2023-12-03,Ludhiana,School Seminar,2-Year,Converted,12-30-2023,182016.0
L83466830,S7823655,08-11-2023,Ahmedabad,Website,1-Year,Converted,09-28-2023,155461.0
L98997866,,09/10/2024,Faridabad,Walk-in,1-Year,Not Converted,,
L58648501,S7262218,2025-02-06,Ranchi,Social Media,2-Year,Converted,2025-05-05,175165.0
L12934523,,2023-12-26,Hyderabad,Website,1-Year,Not Converted,,
L46888075,S3518910,2023-11-25,Srinagar,School Seminar,1-Year,Converted,01-29-2024,119697.0
L51543056,,07/04/2024,Ghaziabad,Walk-in,1 Yr,Not Converted,,
L27612196,,2024-07-14,Hyderabad,Walk-in,2-Year,Not Converted,,
L17756644,,14/03/2025,Indore,Website,1 Yr,Not Converted,,
L43384336,,01-17-2024,Chennai,Walk-in,2-Year,Not Converted,,
L67639444,,15/04/2025,Nashik,Referral,Two-Year,Not Converted,,
L34597826,,08-12-2024,Meerut,Walk-in,1-Year,Not Converted,,
L84962125,S4326970,09-08-2024,Hyderabad,Social Media,2-Year,Converted,03/12/2024,157173.0
L49619648,,18/06/2023,Bhopal,Referral,2 Yr,Not Converted,,
L76268664,,05/08/2023,Varanasi,Referral,1-Year,Not Converted,,
L19454136,S0890087,13/01/2024,Amritsar,Social Media,2-Year,Converted,2024-02-20,182486.0
L74058326,,04-29-2023,Bhopal,Social Media,2-Year,Not Converted,,
L18593077,S4055542,09/07/2023,Gurugram,Social Media,1-Year,Converted,20/08/2023,163839.0
L78458356,,2025-02-05,Patna,Walk-in,1-Year,Not Converted,,
L41859611,,05/01/2024,Nagpur,School Seminar,2-Year,Not Converted,,
L12776434,,16/02/2025,Srinagar,Agent,2-Year,Not Converted,,
L28947296,,2023-05-29,Bhopal,Social Media,2-Year,Not Converted,,
L48822575,,06/11/2024,Thane,Walk-in,Two-Year,Not Converted,,
L95293704,,10-13-2024,Bhopal,Website,2year,Not Converted,,
L18103660,,08/05/2025,Srinagar,Social Media,1-Year,Not Converted,,
L17947205,S6783996,02/05/2024,Varanasi,Walk-in,1 Yr,Converted,06-01-2024,163511.0
L71530917,,02-08-2025,Nagpur,School Seminar,Two-Year,Not Converted,,
L38257546,,01-09-2024,Surat,Social Media,1 Yr,Not Converted,,
L31493635,S3177910,19/02/2025,Bhopal,Website,1 Yr,Converted,28/02/2025,124914.0
L44415202,S1853223,2024-11-23,Vadodara,School Seminar,One-Year,Converted,2025-01-29,142498.0
L88760169,,06-09-2023,Ahmedabad,Social Media,1 Yr,Not Converted,,
L34364893,,17/12/2023,Rajkot,Social Media,2-Year,Not Converted,,
L77478929,,30/06/2025,Bhopal,Social Media,1 Yr,Not Converted,,
L17966962,S9149433,2023-10-15,Surat,Social Media,2 Yr,Converted,10-20-2023,160635.0
L36851859,S3267208,15/10/2023,Hyderabad,Referral,1 Yr,Converted,2023-10-23,135764.0
L39627897,,2025-06-10,Ahmedabad,Referral,1 Yr,Not Converted,,
L71573918,S7461492,14/08/2023,Gurugram,Social Media,2 Yr,Converted,2023-09-18,122044.0
L69712631,S0299217,06/06/2024,Lucknow,Website,1-Year,Converted,16/07/2024,158964.0
L39575813,S4790121,05/06/2024,Pune,Referral,1year,Converted,2024-06-09,183378.0
L63974263,S8253140,21/02/2025,Thane,Social Media,2-Year,Converted,11/03/2025,139247.0
L32382910,S8923235,09-30-2023,Lucknow,Social Media,2-Year,Converted,2023-10-31,137696.0
L75893291,S4365917,02-06-2024,Mumbai,Referral,2 Yr,Converted,03-22-2024,143240.0
L96128615,S8164315,07-02-2023,Lucknow,Referral,2 Yr,Converted,07-04-2023,138481.0
L49430724,,10-26-2024,Patna,Social Media,1 Yr,Not Converted,,
L03100622,S6892396,05-02-2024,Vadodara,Social Media,2-Year,Converted,05-30-2024,159641.0
L20011231,,06/04/2025,Kanpur,School Seminar,1 Yr,Not Converted,,
L58329059,,04-25-2025,Indore,Agent,1-Year,Not Converted,,
L64157373,,04/05/2023,Gurugram,Social Media,2 Yr,Not Converted,,
L46604940,S0068826,2024-09-17,Kanpur,Referral,2 Yr,Converted,2024-11-12,115649.0
L58302582,,02-28-2025,Ahmedabad,Walk-in,2year,Not Converted,,
L28186724,S5119520,02-18-2024,Ahmedabad,Walk-in,2-Year,Converted,04-15-2024,160333.0
L25007626,S3270762,25/12/2024,Thane,Referral,2-Year,Converted,01-21-2025,161037.0
