Student_ID,City,Course_Type,Total_Fees,Amount_Paid,Payment_Mode,Payment_Date,Outstanding_Amount
S6094360,Nashik,1 Yr,160000,51839,Online,09-05-2024,59337
S6094360,Nashik,1 Yr,160000,59683,UPI,07-24-2024,-346
S7198049,Meerut,1year,180000,96710,Cash,12-05-2025,83290
S7198049,Meerut,1year,180000,92984,UPI,07-30-2025,-9694
S3309674,Lucknow,2 Yr,120000,66640,Card,20-09-2023,53360
S3309674,Lucknow,2 Yr,120000,61467,Online,03-22-2023,-8107
S3856401,Lucknow,2 Yr,140000,139220,Card,24-02-2024,780
S4016308,,2-Year,180000,181545,Cash,02-11-2025,-1545
S6803245,Kolkata,2-Year,160000,163614,Cheque,11-20-2023,-3614
S6711587,Amritsar,2-Year,140000,68083,UPI,08-02-2025,71917
S6711587,Amritsar,2-Year,140000,78602,Cash,15-06-2025,-6685
S7389245,Meerut,2 Yr,120000,58677,Cash,13-08-2024,61323
S7389245,Meerut,2 Yr,120000,55709,Card,12-09-2024,5614
S7457067,Vadodara,1-Year,140000,143486,UPI,12-11-2025,-3486
S5396205,Vadodara,1-Year,120000,114676,UPI,06-05-2025,5324
S6247171,Ranchi,1 Yr,180000,80409,Card,15-04-2024,99591
S6247171,Ranchi,1 Yr,180000,87730,Cheque,10-05-2024,11861
S1351676,Ludhiana,2-Year,120000,61435,UPI,02-07-2023,58565
S1351676,Ludhiana,2-Year,120000,56851,Cheque,01-11-2023,1714
S1448854,Ahmedabad,Two-Year,180000,88089,Cheque,31-07-2025,91911
S1448854,Ahmedabad,Two-Year,180000,90081,Online,20-07-2025,1830
S8324770,Lucknow,Two-Year,140000,72887,Card,03-07-2024,67113
S8324770,Lucknow,Two-Year,140000,64673,UPI,26-02-2024,2440
S8983444,Ahmedabad,1-Year,180000,182727,Card,02-09-2025,-2727
S3233959,Thane,2 Yr,180000,93167,UPI,29-06-2023,86833
S3233959,Thane,2 Yr,180000,98530,Cheque,09-12-2023,-11697
S0328690,Chennai,One-Year,160000,49027,UPI,09-27-2024,110973
S0328690,Chennai,One-Year,160000,45351,UPI,06-15-2024,65622
S0328690,Chennai,One-Year,160000,56760,Cash,31-12-2024,8862
S7089393,Meerut,1 Yr,140000,74058,Cash,05-22-2024,65942
S7089393,Meerut,1 Yr,140000,65054,Card,10-09-2024,888
S4691135,Rajkot,1 Yr,160000,82221,Online,28-12-2024,77779
S4691135,Rajkot,1 Yr,160000,78267,Card,,-488
S4782589,Varanasi,1 Yr,120000,117240,Card,04-09-2025,2760
S4474786,Ludhiana,Two-Year,140000,69212,Cheque,03-31-2024,70788
S4474786,Ludhiana,Two-Year,140000,66998,Online,19-02-2024,3790
S0819354,Mumbai,1 Yr,140000,137082,UPI,12-19-2023,2918
S9351130,Patna,1 Yr,160000,52566,Card,02-19-2025,107434
S9351130,Patna,1 Yr,160000,53896,Card,16-03-2025,53538
S9351130,Patna,1 Yr,160000,57380,Cash,05-12-2024,-3842
S4220745,Nashik,2-Year,140000,73138,Cash,02-11-2023,66862
S4220745,Nashik,2-Year,140000,66350,Cheque,06-17-2023,512
S5947418,Rajkot,1 Yr,180000,90295,Cheque,22-05-2024,89705
S5947418,Rajkot,1 Yr,180000,89658,UPI,04-11-2024,47
S6390464,Chennai,One-Year,140000,35175,Cash,29-04-2024,104825
S6390464,Chennai,One-Year,140000,47812,Online,04-07-2024,57013
S6390464,Chennai,One-Year,140000,46518,Card,12-18-2023,10495
S3582741,Ranchi,1-Year,140000,69921,Cash,04-12-2024,70079
S3582741,Ranchi,1-Year,140000,76847,Card,05-02-2024,-6768
S7989809,Patna,1-Year,180000,54647,Cash,15-10-2023,125353
S7989809,Patna,1-Year,180000,62116,Cash,25-12-2023,63237
S7989809,Patna,1-Year,180000,56421,Cheque,01-09-2024,6816
S1271601,Agra,One-Year,120000,34195,Online,10-14-2025,85805
S1271601,Agra,One-Year,120000,51590,Cash,27-11-2025,34215
S1271601,Agra,One-Year,120000,41767,Cheque,07-03-2026,-7552
S2297437,Varanasi,2-Year,140000,68275,Cash,25-11-2024,71725
S2297437,Varanasi,2-Year,140000,65474,Card,16-11-2024,6251
S5773273,Mumbai,2 Yr,160000,162849,Online,16-05-2024,-2849
S6281878,Gurugram,1 Yr,180000,86544,UPI,06-05-2025,93456
S6281878,Gurugram,1 Yr,180000,99121,UPI,06-23-2025,-5665
S1155923,Varanasi,Two-Year,160000,70221,Cash,13-06-2024,89779
S1155923,Varanasi,Two-Year,160000,80461,Cash,08-09-2024,9318
S1388529,Hyderabad,2-Year,180000,89783,UPI,04-30-2024,90217
S1388529,Hyderabad,2-Year,180000,94153,Cheque,26-06-2024,-3936
S7316721,Jaipur,2-Year,120000,46020,Online,12-04-2024,73980
S7316721,Jaipur,2-Year,120000,36085,Card,06-24-2024,37895
S7316721,Jaipur,2-Year,120000,40957,Cash,03-27-2024,-3062
S4975401,Ludhiana,2-Year,180000,60410,Cheque,01-15-2025,119590
S4975401,Ludhiana,2-Year,180000,50628,UPI,02-04-2025,68962
S4975401,Ludhiana,2-Year,180000,58295,Cash,08-11-2024,10667
S8883498,Surat,1-Year,140000,69614,Cash,11-12-2025,70386
S8883498,Surat,1-Year,140000,73822,Card,10-12-2025,-3436
S8971159,,2 Yr,160000,160055,Online,18-07-2023,-55
S1064753,Faridabad,One-Year,120000,65110,Online,30-10-2025,54890
S1064753,Faridabad,One-Year,120000,70598,Online,17-08-2025,-15708
S7688797,Varanasi,2 Yr,180000,92570,Cash,12-10-2023,87430
S7688797,Varanasi,2 Yr,180000,89166,UPI,21-07-2023,-1736
S1241470,,1-Year,140000,68219,Cheque,20-12-2024,71781
S1241470,,1-Year,140000,68786,UPI,01-27-2025,2995
S9642693,Bengaluru,1-Year,120000,56263,UPI,07-03-2023,63737
S9642693,Bengaluru,1-Year,120000,61811,Cash,08-27-2023,1926
S9871901,Varanasi,2-Year,180000,95446,Cash,,84554
S9871901,Varanasi,2-Year,180000,92868,UPI,08-09-2024,-8314
S9194432,Kanpur,1-Year,180000,89894,Card,02-08-2025,90106
S9194432,Kanpur,1-Year,180000,90244,Online,25-08-2025,-138
S6179305,Varanasi,2 Yr,120000,43085,Cash,06-02-2024,76915
S6179305,Varanasi,2 Yr,120000,35353,Cash,,41562
S6179305,Varanasi,2 Yr,120000,38600,Online,04-04-2024,2962
S4790396,Nashik,1-Year,120000,35657,UPI,24-09-2024,84343
S4790396,Nashik,1-Year,120000,38429,Online,16-04-2025,45914
S4790396,Nashik,1-Year,120000,43639,Card,12-31-2024,2275
S7076620,Indore,2 Yr,120000,54963,Online,10-01-2025,65037
S7076620,Indore,2 Yr,120000,62578,Card,11-10-2024,2459
S4209617,Thane,1-Year,120000,54857,Card,11-27-2024,65143
S4209617,Thane,1-Year,120000,58982,Cheque,16-04-2025,6161
S9882008,Kanpur,1 Yr,120000,36233,Card,31-12-2024,83767
S9882008,Kanpur,1 Yr,120000,37139,UPI,10-28-2024,46628
S9882008,Kanpur,1 Yr,120000,39416,Cheque,15-01-2025,7212
S9730360,Thane,One-Year,140000,72273,UPI,09-11-2023,67727
S9730360,Thane,One-Year,140000,76767,Card,03-10-2024,-9040
S3348702,Surat,1 Yr,120000,36109,Online,19-12-2024,83891
S3348702,Surat,1 Yr,120000,30135,Cash,11-29-2024,53756
S3348702,Surat,1 Yr,120000,40612,Cash,05-20-2025,13144
S3461772,Lucknow,1year,180000,60984,Cash,30-03-2024,119016
S3461772,Lucknow,1year,180000,64465,Cheque,01-03-2024,54551
S3461772,Lucknow,1year,180000,61177,Cheque,03-14-2024,-6626
S9703235,Mumbai,2 Yr,120000,60274,Online,08-03-2025,59726
S9703235,Mumbai,2 Yr,120000,63625,Cheque,09-07-2025,-3899
S8074873,Srinagar,2-Year,160000,56537,Card,08-11-2024,103463
S8074873,Srinagar,2-Year,160000,42799,Card,07-11-2024,60664
S8074873,Srinagar,2-Year,160000,52246,Cheque,06-16-2024,8418
S7323515,Ranchi,2-Year,160000,81352,Online,10-09-2025,78648
S7323515,Ranchi,2-Year,160000,83638,Card,05-23-2025,-4990
S4716262,Bengaluru,1-Year,120000,39955,Cheque,31-08-2024,80045
S4716262,Bengaluru,1-Year,120000,44621,Cheque,10-09-2024,35424
S4716262,Bengaluru,1-Year,120000,36402,Cash,10-05-2024,-978
S5680005,Indore,2-Year,180000,60740,UPI,05-31-2025,119260
S5680005,Indore,2-Year,180000,58021,Online,08-01-2025,61239
S5680005,Indore,2-Year,180000,63031,Card,05-21-2025,-1792
S8595127,Varanasi,One-Year,120000,61062,Online,25-11-2023,58938
S8595127,Varanasi,One-Year,120000,61650,Card,27-11-2023,-2712
S2524875,Ranchi,1-Year,180000,54129,Card,22-10-2024,125871
S2524875,Ranchi,1-Year,180000,56505,Card,02-19-2025,69366
S2524875,Ranchi,1-Year,180000,55799,UPI,11-11-2024,13567
S3677733,Mumbai,1-Year,120000,64217,UPI,07-07-2025,55783
S3677733,Mumbai,1-Year,120000,61347,Online,06-06-2025,-5564
S2131701,Srinagar,One-Year,180000,190089,UPI,07-12-2025,-10089
S0025291,Pune,1-Year,140000,43590,Online,28-03-2024,96410
S0025291,Pune,1-Year,140000,39313,Cash,03-06-2024,57097
S0025291,Pune,1-Year,140000,45530,Cash,08-17-2024,11567
S7617263,Mumbai,1 Yr,160000,49094,Cash,01-09-2025,110906
S7617263,Mumbai,1 Yr,160000,54506,Cash,04-11-2024,56400
S7617263,Mumbai,1 Yr,160000,52260,Card,27-09-2024,4140
S7998778,Varanasi,1 Yr,160000,53338,Cash,05-14-2024,106662
S7998778,Varanasi,1 Yr,160000,54248,Card,03-25-2024,52414
S7998778,Varanasi,1 Yr,160000,48958,Card,,3456
S1987482,Mumbai,2-Year,160000,77524,Card,07-10-2024,82476
S1987482,Mumbai,2-Year,160000,76014,Cash,02-12-2024,6462
S9408624,Vadodara,1-Year,160000,82608,UPI,03-07-2024,77392
S9408624,Vadodara,1-Year,160000,82433,Cheque,02-01-2024,-5041
S1739215,Varanasi,1-Year,140000,135787,Card,01-01-2024,4213
S7519568,Surat,2-Year,160000,52477,UPI,02-04-2025,107523
S7519568,Surat,2-Year,160000,48066,Online,29-05-2025,59457
S7519568,Surat,2-Year,160000,47444,Online,28-01-2025,12013
S8293463,Surat,One-Year,120000,45879,Card,05-09-2023,74121
S8293463,Surat,One-Year,120000,34426,Cash,06-17-2023,39695
S8293463,Surat,One-Year,120000,43254,Card,09-30-2023,-3559
S9333100,Ghaziabad,2 Yr,140000,68006,Card,13-09-2025,71994
S9333100,Ghaziabad,2 Yr,140000,70402,Online,15-09-2025,1592
S1937614,Delhi,2-Year,180000,182368,UPI,02-15-2024,-2368
S7968125,Faridabad,2-Year,180000,59290,UPI,26-11-2024,120710
S7968125,Faridabad,2-Year,180000,71030,Card,20-01-2025,49680
S7968125,Faridabad,2-Year,180000,62723,Online,02-01-2025,-13043
S9384837,Ludhiana,2 Yr,140000,49654,Cash,04-10-2025,90346
S9384837,Ludhiana,2 Yr,140000,42207,Cash,21-01-2026,48139
S9384837,Ludhiana,2 Yr,140000,48789,Cheque,11-30-2025,-650
S5420232,Kolkata,2-Year,160000,74094,Cash,09-04-2025,85906
S5420232,Kolkata,2-Year,160000,77445,UPI,12-21-2025,8461
S2330110,Surat,2 Yr,120000,46366,Card,27-10-2023,73634
S2330110,Surat,2 Yr,120000,48299,Card,22-09-2023,25335
S2330110,Surat,2 Yr,120000,45160,Online,11-04-2023,-19825
S9765521,Agra,1-Year,120000,41308,Cash,30-08-2025,78692
S9765521,Agra,1-Year,120000,41058,Card,18-08-2025,37634
S9765521,Agra,1-Year,120000,38470,UPI,11-24-2025,-836
S9825570,Gurugram,2 Yr,120000,43247,Cash,08-07-2025,76753
S9825570,Gurugram,2 Yr,120000,41224,Online,08-18-2025,35529
S9825570,Gurugram,2 Yr,120000,39014,Online,12-10-2025,-3485
S7617193,Ludhiana,Two-Year,160000,75096,Card,03-19-2025,84904
S7617193,Ludhiana,Two-Year,160000,85392,Online,02-17-2025,-488
S8495078,Varanasi,1-Year,160000,158760,Online,19-10-2024,1240
S8255342,Vadodara,Two-Year,160000,82830,Online,13-11-2023,77170
S8255342,Vadodara,Two-Year,160000,81706,Cheque,05-11-2023,-4536
S9659426,Meerut,1 Yr,140000,51515,Online,06-15-2023,88485
S9659426,Meerut,1 Yr,140000,40140,Cheque,08-30-2023,48345
S9659426,Meerut,1 Yr,140000,42883,Card,12-05-2023,5462
S5438301,Srinagar,1-Year,160000,85819,Card,10-08-2025,74181
S5438301,Srinagar,1-Year,160000,79134,Cheque,30-04-2025,-4953
S2311329,Jaipur,2-Year,120000,38952,UPI,05-05-2024,81048
S2311329,Jaipur,2-Year,120000,42651,Card,21-05-2024,38397
S2311329,Jaipur,2-Year,120000,33543,Card,15-06-2024,4854
S7354469,Lucknow,2-Year,140000,70249,Card,28-04-2024,69751
S7354469,Lucknow,2-Year,140000,70525,Cash,,-774
S2205107,Mumbai,2-Year,120000,63358,Cheque,24-11-2025,56642
S2205107,Mumbai,2-Year,120000,60161,Card,27-01-2026,-3519
S9740839,Vadodara,One-Year,180000,53194,Card,09-11-2023,126806
S9740839,Vadodara,One-Year,180000,58904,Card,06-08-2023,67902
S9740839,Vadodara,One-Year,180000,58859,Online,01-01-2024,9043
S1897975,Pune,1-Year,120000,33164,Card,15-08-2025,86836
S1897975,Pune,1-Year,120000,41710,Card,27-04-2025,45126
S1897975,Pune,1-Year,120000,37680,Online,08-01-2025,7446
S8303923,Faridabad,2-Year,160000,81763,Card,08-28-2023,78237
S8303923,Faridabad,2-Year,160000,84608,Cheque,28-09-2023,-6371
S9870195,Pune,One-Year,180000,57888,Card,10-10-2025,122112
S9870195,Pune,One-Year,180000,60801,Card,22-08-2025,61311
S9870195,Pune,One-Year,180000,59075,Online,16-04-2025,2236
S5957865,Ahmedabad,2-Year,180000,85546,Cash,22-03-2025,94454
S5957865,Ahmedabad,2-Year,180000,86101,Card,10-01-2025,8353
S7855036,Bhopal,1 Yr,140000,69904,Cash,12-01-2024,70096
S7855036,Bhopal,1 Yr,140000,71748,Online,12-07-2023,-1652
S1397012,Chennai,2-Year,140000,143725,Card,11-07-2024,-3725
S1290892,Amritsar,1 Yr,140000,137710,UPI,02-06-2024,2290
S0642108,Ahmedabad,2 Yr,140000,135086,Card,08-07-2024,4914
S8631680,Lucknow,1-Year,120000,120221,Online,04-24-2024,-221
S5964750,Indore,2-Year,160000,53681,Online,17-04-2024,106319
S5964750,Indore,2-Year,160000,50391,Online,04-06-2024,55928
S5964750,Indore,2-Year,160000,51913,Card,03-06-2024,4015
S5597032,Surat,1 Yr,120000,57126,UPI,07-31-2025,62874
S5597032,Surat,1 Yr,120000,60600,Cash,24-01-2025,2274
S5420139,Vadodara,1-Year,180000,92248,Cheque,23-10-2024,87752
S5420139,Vadodara,1-Year,180000,82216,Cheque,03-06-2025,5536
S0577487,Gurugram,1year,180000,88003,Cheque,12-24-2024,91997
S0577487,Gurugram,1year,180000,88168,UPI,,3829
S3968116,Agra,1 Yr,180000,183866,Online,04-29-2024,-3866
S6563563,Pune,1 Yr,120000,70040,Cash,03-04-2025,49960
S6563563,Pune,1 Yr,120000,53712,Card,05-03-2025,-3752
S8627693,Lucknow,2-Year,180000,179453,Cheque,10-09-2023,547
S5396819,Indore,1 Yr,160000,80052,Cash,29-04-2024,79948
S5396819,Indore,1 Yr,160000,79325,Cash,10-29-2023,623
S3493841,Chennai,1 Yr,160000,79522,Cash,06-06-2024,80478
S3493841,Chennai,1 Yr,160000,83681,UPI,03-27-2024,-3203
S2497743,Chennai,2-Year,120000,57975,Cash,12-02-2025,62025
S2497743,Chennai,2-Year,120000,53855,Cheque,27-04-2025,8170
S2432091,Hyderabad,2-Year,160000,57691,Cheque,18-04-2023,102309
S2432091,Hyderabad,2-Year,160000,57632,Online,22-09-2023,44677
S2432091,Hyderabad,2-Year,160000,53342,Cash,04-05-2023,-8665
S8389104,Agra,1-Year,180000,62065,UPI,07-06-2024,117935
S8389104,Agra,1-Year,180000,61863,Cash,08-01-2024,56072
S8389104,Agra,1-Year,180000,62593,Cash,28-10-2024,-6521
S5353627,Jaipur,2-Year,160000,79124,Cheque,,80876
S5353627,Jaipur,2-Year,160000,82208,Cash,08-03-2025,-1332
S3080685,Mumbai,Two-Year,140000,67377,UPI,12-14-2024,72623
S3080685,Mumbai,Two-Year,140000,75762,Online,01-09-2024,-3139
S6757200,Thane,1-Year,180000,91426,Online,27-11-2024,88574
S6757200,Thane,1-Year,180000,89639,UPI,,-1065
S0043259,Agra,1-Year,160000,73162,Card,09-04-2024,86838
S0043259,Agra,1-Year,160000,81022,Card,25-06-2024,5816
S4498217,,1 Yr,120000,59253,Cash,17-06-2024,60747
S4498217,,1 Yr,120000,56657,Online,21-10-2024,4090
S1028527,,1 Yr,160000,159553,Cheque,03-08-2025,447
S0970157,Hyderabad,One-Year,120000,53713,UPI,19-07-2025,66287
S0970157,Hyderabad,One-Year,120000,57318,Cheque,09-01-2026,8969
S2161266,Kanpur,2-Year,180000,180501,Card,03-07-2024,-501
S9386863,Meerut,1 Yr,140000,69310,Card,29-01-2024,70690
S9386863,Meerut,1 Yr,140000,74105,Card,12-01-2024,-3415
S6184651,Amritsar,One-Year,120000,56634,Online,31-05-2024,63366
S6184651,Amritsar,One-Year,120000,54500,Card,14-08-2024,8866
S7754089,Ranchi,1 Yr,120000,58712,UPI,20-02-2024,61288
S7754089,Ranchi,1 Yr,120000,61446,Online,29-07-2024,-158
S2972243,Faridabad,2 Yr,120000,57656,Online,08-20-2024,62344
S2972243,Faridabad,2 Yr,120000,57426,Online,15-04-2024,4918
S5566973,Amritsar,2 Yr,140000,136684,Online,27-06-2023,3316
S8595291,Ludhiana,Two-Year,160000,169506,UPI,16-12-2023,-9506
S2665996,Faridabad,1 Yr,180000,86852,UPI,11-27-2024,93148
S2665996,Faridabad,1 Yr,180000,88757,UPI,05-07-2025,4391
S1888402,Faridabad,2-Year,120000,59691,Cash,15-08-2025,60309
S1888402,Faridabad,2-Year,120000,66170,Cash,12-06-2025,-5861
S0246468,Ludhiana,2-Year,180000,54367,Card,17-07-2025,125633
S0246468,Ludhiana,2-Year,180000,63314,Card,07-28-2025,62319
S0246468,Ludhiana,2-Year,180000,64215,Cash,17-06-2025,-1896
S0571619,Nagpur,2-Year,140000,46170,Card,12-08-2023,93830
S0571619,Nagpur,2-Year,140000,43112,Cash,11-06-2023,50718
S0571619,Nagpur,2-Year,140000,50633,Cheque,16-02-2024,85
S0655447,Ghaziabad,2 Yr,180000,186478,Card,30-05-2023,-6478
S6462619,Amritsar,1-Year,180000,180551,Card,10-23-2024,-551
S1530735,,Two-Year,160000,78700,Card,09-09-2024,81300
S1530735,,Two-Year,160000,81311,Cash,10-01-2024,-11
S7971113,Jaipur,2-Year,140000,139052,Online,14-02-2025,948
S2888559,Amritsar,2-Year,140000,70082,Cheque,01-09-2024,69918
S2888559,Amritsar,2-Year,140000,71421,Card,14-11-2024,-1503
S0755569,,2-Year,160000,80537,Card,03-07-2024,79463
S0755569,,2-Year,160000,81627,Card,23-05-2024,-2164
S2915748,Jaipur,1-Year,180000,90988,Online,25-05-2024,89012
S2915748,Jaipur,1-Year,180000,102010,Online,12-07-2024,-12998
S1540774,Varanasi,1-Year,160000,54963,UPI,11-17-2023,105037
S1540774,Varanasi,1-Year,160000,49844,Cash,08-01-2024,55193
S1540774,Varanasi,1-Year,160000,59198,Cheque,09-01-2024,-4005
S9922967,Bengaluru,1 Yr,180000,56297,Online,19-06-2025,123703
S9922967,Bengaluru,1 Yr,180000,57292,UPI,08-06-2025,66411
S9922967,Bengaluru,1 Yr,180000,58983,UPI,06-06-2025,7428
S8026821,Varanasi,1-Year,120000,60678,UPI,27-10-2024,59322
S8026821,Varanasi,1-Year,120000,61216,Card,09-12-2024,-1894
S0025666,Jaipur,2-Year,140000,63388,Card,10-27-2025,76612
S0025666,Jaipur,2-Year,140000,73704,UPI,09-11-2025,2908
S8711364,Bengaluru,Two-Year,120000,67180,Card,10-19-2024,52820
S8711364,Bengaluru,Two-Year,120000,61759,Cheque,22-01-2025,-8939
S2283029,Vadodara,2-Year,160000,70011,Cheque,20-04-2025,89989
S2283029,Vadodara,2-Year,160000,87007,Cash,26-02-2025,2982
S8109906,Bhopal,2 Yr,120000,60891,Card,08-02-2025,59109
S8109906,Bhopal,2 Yr,120000,58443,UPI,12-28-2024,666
S7264246,Indore,2-Year,160000,49986,Card,02-26-2025,110014
S7264246,Indore,2-Year,160000,51073,Cash,11-03-2025,58941
S7264246,Indore,2-Year,160000,52232,UPI,07-02-2025,6709
S7935997,Kanpur,2 Yr,120000,44443,Card,05-04-2023,75557
S7935997,Kanpur,2 Yr,120000,41446,Cheque,05-22-2023,34111
S7935997,Kanpur,2 Yr,120000,49181,Cheque,02-03-2023,-15070
S3823227,Bengaluru,1-Year,120000,39515,Cheque,08-09-2023,80485
S3823227,Bengaluru,1-Year,120000,47020,Cheque,,33465
S3823227,Bengaluru,1-Year,120000,44661,Online,04-08-2023,-11196
S9159792,Rajkot,2-Year,120000,37881,Cash,27-04-2025,82119
S9159792,Rajkot,2-Year,120000,37386,Cash,03-02-2025,44733
S9159792,Rajkot,2-Year,120000,38657,Card,01-12-2025,6076
S0476479,Ghaziabad,1-Year,180000,63717,Cash,22-11-2025,116283
S0476479,Ghaziabad,1-Year,180000,63579,Online,09-02-2025,52704
S0476479,Ghaziabad,1-Year,180000,56105,Online,,-3401
S4751606,Ranchi,2-Year,180000,97447,Card,11-11-2024,82553
S4751606,Ranchi,2-Year,180000,95992,Online,25-06-2024,-13439
S1587316,Nagpur,1-Year,160000,82867,Cheque,20-09-2024,77133
S1587316,Nagpur,1-Year,160000,79520,UPI,02-16-2024,-2387
S3142910,Nagpur,1-Year,140000,69369,Card,23-07-2023,70631
S3142910,Nagpur,1-Year,140000,69466,UPI,17-04-2023,1165
S6904633,Bengaluru,One-Year,120000,53851,Cheque,23-11-2023,66149
S6904633,Bengaluru,One-Year,120000,54984,Online,11-07-2023,11165
S8430478,Faridabad,2-Year,140000,71920,Cash,12-03-2024,68080
S8430478,Faridabad,2-Year,140000,75808,UPI,22-02-2025,-7728
S6775079,Bhopal,1-Year,120000,63065,UPI,26-04-2025,56935
S6775079,Bhopal,1-Year,120000,66856,UPI,07-16-2025,-9921
S3658700,Pune,2 Yr,160000,61117,Cheque,08-17-2024,98883
S3658700,Pune,2 Yr,160000,62716,UPI,19-02-2024,36167
S3658700,Pune,2 Yr,160000,52903,Card,15-06-2024,-16736
S9951679,Srinagar,2 Yr,180000,62501,Cash,25-04-2024,117499
S9951679,Srinagar,2 Yr,180000,60234,Card,26-03-2024,57265
S9951679,Srinagar,2 Yr,180000,60771,Card,06-02-2024,-3506
S5215813,Meerut,One-Year,140000,62703,Cash,10-04-2024,77297
S5215813,Meerut,One-Year,140000,76206,Cash,03-10-2024,1091
S7086172,Thane,1 Yr,120000,39405,Cheque,23-09-2025,80595
S7086172,Thane,1 Yr,120000,40439,Cheque,11-08-2025,40156
S7086172,Thane,1 Yr,120000,41320,Cash,12-07-2025,-1164
S1328271,Faridabad,1-Year,180000,175978,Cheque,09-24-2023,4022
S5707558,Indore,1 Yr,140000,38410,Online,08-11-2023,101590
S5707558,Indore,1 Yr,140000,48758,Online,29-02-2024,52832
S5707558,Indore,1 Yr,140000,46004,UPI,07-17-2023,6828
S5757594,Ludhiana,1-Year,160000,160851,Card,12-05-2025,-851
S6618561,Nagpur,1-Year,140000,71110,Online,09-11-2025,68890
S6618561,Nagpur,1-Year,140000,66610,Online,08-08-2025,2280
S2868380,Ahmedabad,2-Year,160000,161533,Card,24-09-2024,-1533
S4098599,Agra,1 Yr,160000,48989,Card,15-11-2025,111011
S4098599,Agra,1 Yr,160000,60762,Cash,01-06-2025,50249
S4098599,Agra,1 Yr,160000,57020,UPI,02-04-2025,-6771
S5859754,Bhopal,2 Yr,140000,143156,Online,09-10-2024,-3156
S6697882,Kolkata,1 Yr,160000,86097,Online,08-06-2024,73903
S6697882,Kolkata,1 Yr,160000,81463,Cash,16-07-2024,-7560
S5130364,Bhopal,2 Yr,140000,75041,Card,15-08-2023,64959
S5130364,Bhopal,2 Yr,140000,71273,UPI,09-13-2023,-6314
S3827975,Amritsar,Two-Year,160000,51317,UPI,05-05-2024,108683
S3827975,Amritsar,Two-Year,160000,62235,UPI,07-05-2024,46448
S3827975,Amritsar,Two-Year,160000,52544,UPI,22-03-2024,-6096
S3380179,Indore,2-Year,180000,55952,Cash,26-05-2023,124048
S3380179,Indore,2-Year,180000,64429,Card,11-13-2023,59619
S3380179,Indore,2-Year,180000,55966,Card,01-08-2023,3653
S4931394,Bhopal,2-Year,120000,60426,Online,16-04-2025,59574
S4931394,Bhopal,2-Year,120000,62693,Card,05-03-2025,-3119
S9810122,Thane,2 Yr,160000,78789,Cash,09-04-2025,81211
S9810122,Thane,2 Yr,160000,82165,Card,16-11-2025,-954
S3921477,Ahmedabad,1-Year,180000,60475,Card,09-10-2024,119525
S3921477,Ahmedabad,1-Year,180000,52155,Cash,13-08-2024,67370
S3921477,Ahmedabad,1-Year,180000,60935,Cash,16-10-2024,6435
S1415743,Surat,2-Year,120000,57750,Cheque,10-19-2023,62250
S1415743,Surat,2-Year,120000,61176,Cash,03-02-2024,1074
S9993927,Gurugram,1 Yr,120000,55184,Cheque,08-09-2023,64816
S9993927,Gurugram,1 Yr,120000,57454,UPI,03-09-2023,7362
S6726546,Patna,2 Yr,140000,50252,Online,21-05-2025,89748
S6726546,Patna,2 Yr,140000,48710,Cash,21-04-2025,41038
S6726546,Patna,2 Yr,140000,47577,UPI,06-09-2025,-6539
S4429765,Pune,2 Yr,120000,62187,Cheque,05-24-2024,57813
S4429765,Pune,2 Yr,120000,57671,Online,05-13-2024,142
S4173759,Nagpur,1 Yr,120000,61416,Cheque,04-16-2025,58584
S4173759,Nagpur,1 Yr,120000,60795,Cash,19-06-2025,-2211
S9000842,Ghaziabad,2-Year,120000,53397,Cash,03-10-2026,66603
S9000842,Ghaziabad,2-Year,120000,63506,Cheque,01-10-2026,3097
S9597260,Pune,2 Yr,160000,81648,UPI,12-01-2023,78352
S9597260,Pune,2 Yr,160000,79600,Online,01-03-2024,-1248
S4721370,Agra,1-Year,140000,71980,Online,17-05-2024,68020
S4721370,Agra,1-Year,140000,69243,Cheque,31-03-2024,-1223
S2619223,Rajkot,2 Yr,160000,165443,UPI,08-04-2025,-5443
S6722415,Agra,2-Year,140000,63818,Cheque,04-21-2024,76182
S6722415,Agra,2-Year,140000,65279,Card,30-04-2024,10903
S7827874,Ludhiana,One-Year,140000,141730,UPI,05-11-2023,-1730
S4095477,Ranchi,Two-Year,140000,47347,Cash,05-30-2025,92653
S4095477,Ranchi,Two-Year,140000,47292,UPI,26-08-2025,45361
S4095477,Ranchi,Two-Year,140000,41118,Cheque,03-22-2025,4243
S8632498,Nagpur,1-Year,160000,76723,Card,16-02-2024,83277
S8632498,Nagpur,1-Year,160000,78364,Cash,07-21-2024,4913
S4053788,Faridabad,1 Yr,180000,187224,Online,06-27-2025,-7224
S9557561,Nashik,Two-Year,120000,65233,Cheque,02-14-2024,54767
S9557561,Nashik,Two-Year,120000,55382,Cash,03-19-2024,-615
S1014397,Kolkata,2 Yr,160000,51189,Online,03-05-2025,108811
S1014397,Kolkata,2 Yr,160000,54911,Online,09-20-2025,53900
S1014397,Kolkata,2 Yr,160000,49287,Cash,07-12-2025,4613
S1401917,Ahmedabad,2 Yr,120000,63849,Card,01-02-2024,56151
S1401917,Ahmedabad,2 Yr,120000,62631,UPI,19-02-2024,-6480
S1131952,Surat,1-Year,180000,88365,UPI,28-05-2025,91635
